@RELATION note-complete

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 REAL
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL
@ATTRIBUTE attribute_6 REAL
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 REAL
@ATTRIBUTE attribute_12 REAL
@ATTRIBUTE attribute_13 REAL
@ATTRIBUTE attribute_14 REAL
@ATTRIBUTE attribute_15 REAL
@ATTRIBUTE attribute_16 REAL
@ATTRIBUTE attribute_17 REAL
@ATTRIBUTE attribute_18 REAL
@ATTRIBUTE attribute_19 REAL
@ATTRIBUTE attribute_20 REAL
@ATTRIBUTE attribute_21 REAL
@ATTRIBUTE attribute_22 REAL
@ATTRIBUTE attribute_23 REAL
@ATTRIBUTE attribute_24 REAL
@ATTRIBUTE attribute_25 REAL
@ATTRIBUTE attribute_26 REAL
@ATTRIBUTE attribute_27 {Note-3,Note-4}

@DATA
0.127018,0.146677,0.072031,0.146018,0.132074,0.070421,0.081875,0.080512,0.143372,0.150385,0.111404,0.078520,0.116892,0.145017,0.079280,0.086795,0.081624,0.150083,0.122094,0.169988,0.070164,0.179471,0.123729,0.065763,0.070849,0.070532,0.127411,Note-3
0.139494,0.161120,0.067297,0.163238,0.143121,0.067237,0.074848,0.076875,0.106771,0.161472,0.125182,0.075633,0.131672,0.155526,0.074742,0.082881,0.077408,0.115484,0.134031,0.186222,0.064651,0.193898,0.133397,0.061884,0.065984,0.065969,0.093963,Note-3
0.133181,0.178505,0.067830,0.179541,0.138704,0.066014,0.077046,0.079501,0.079677,0.165441,0.135208,0.076080,0.144972,0.156613,0.075889,0.080749,0.077715,0.087333,0.122008,0.203074,0.067388,0.209347,0.121404,0.064239,0.069189,0.069319,0.074033,Note-3
0.126385,0.149776,0.077947,0.148981,0.129614,0.073741,0.092545,0.090251,0.110760,0.153308,0.112309,0.084064,0.120761,0.147417,0.085809,0.094461,0.086559,0.115313,0.120308,0.173490,0.077504,0.185075,0.119599,0.072262,0.080829,0.078575,0.092359,Note-3
0.136430,0.137306,0.081885,0.138855,0.131621,0.075708,0.095754,0.092741,0.109699,0.157453,0.105976,0.084904,0.116817,0.147472,0.085492,0.099261,0.088963,0.113663,0.131244,0.165169,0.080633,0.180889,0.118894,0.073389,0.083752,0.079481,0.086549,Note-3
0.130505,0.156094,0.078983,0.157246,0.127174,0.073500,0.092852,0.090965,0.092681,0.153534,0.117154,0.085839,0.128819,0.144253,0.085688,0.096026,0.089195,0.099492,0.122949,0.180693,0.079516,0.195271,0.113914,0.071196,0.081855,0.078002,0.076603,Note-3
0.131516,0.153504,0.077916,0.153403,0.125962,0.074365,0.094185,0.090427,0.098722,0.153891,0.114583,0.084446,0.123879,0.144600,0.086161,0.096449,0.087484,0.108506,0.126038,0.177705,0.079370,0.190010,0.112486,0.071533,0.081478,0.077690,0.083691,Note-3
0.134142,0.135605,0.081267,0.137220,0.128035,0.076090,0.096308,0.090518,0.120816,0.152955,0.103622,0.083450,0.113829,0.143770,0.086684,0.098370,0.088365,0.128955,0.129136,0.162005,0.078208,0.177262,0.116037,0.074013,0.085014,0.077876,0.100448,Note-3
0.132129,0.133935,0.077041,0.135288,0.129514,0.073887,0.092535,0.090150,0.135520,0.152422,0.104014,0.081518,0.117632,0.140384,0.083440,0.095382,0.085678,0.139529,0.126812,0.162830,0.076840,0.174284,0.116077,0.071975,0.079566,0.077615,0.114000,Note-3
0.128457,0.131425,0.077816,0.131646,0.128593,0.075542,0.095050,0.092253,0.139217,0.148036,0.098501,0.085110,0.112858,0.137643,0.084743,0.097520,0.088772,0.146818,0.123729,0.157880,0.078042,0.170441,0.115519,0.074264,0.081865,0.079028,0.119231,Note-3
0.130263,0.126294,0.074415,0.126732,0.129931,0.071427,0.087610,0.085497,0.167830,0.144333,0.097837,0.079496,0.108929,0.137039,0.080583,0.091644,0.083530,0.176608,0.123019,0.152860,0.074058,0.164757,0.116686,0.069802,0.077554,0.074647,0.146617,Note-3
0.128055,0.148614,0.069651,0.144952,0.130479,0.067121,0.081765,0.078223,0.151139,0.147291,0.111947,0.077368,0.116681,0.140636,0.078269,0.086931,0.079481,0.161396,0.120514,0.169410,0.068469,0.176181,0.120348,0.065592,0.071327,0.069375,0.138785,Note-3
0.142960,0.176603,0.066155,0.174923,0.146687,0.063348,0.076724,0.074727,0.077871,0.169209,0.136134,0.074028,0.148986,0.158625,0.074994,0.081040,0.073902,0.083083,0.130469,0.201368,0.064792,0.210343,0.126475,0.061527,0.068721,0.065889,0.070416,Note-3
0.146003,0.186181,0.065969,0.187605,0.146481,0.060893,0.072554,0.072705,0.061608,0.175306,0.143272,0.072383,0.155933,0.161542,0.071734,0.077554,0.073817,0.068459,0.132995,0.209246,0.065728,0.218462,0.128432,0.057629,0.065858,0.064706,0.056945,Note-3
0.149037,0.189351,0.066527,0.191946,0.148227,0.061266,0.073998,0.072478,0.047170,0.181563,0.148388,0.072987,0.163922,0.164611,0.069888,0.075824,0.071452,0.051366,0.143201,0.209357,0.065401,0.224875,0.128608,0.057176,0.066462,0.063112,0.041808,Note-3
0.145616,0.189788,0.068228,0.195035,0.142859,0.062498,0.075562,0.075919,0.044494,0.179295,0.146028,0.076241,0.159404,0.164012,0.072056,0.080019,0.074038,0.048906,0.138176,0.212531,0.068343,0.224961,0.124614,0.058434,0.068439,0.066055,0.038448,Note-3
0.146753,0.190125,0.068032,0.196237,0.143629,0.062916,0.074360,0.075411,0.042537,0.185849,0.146255,0.075497,0.161135,0.160582,0.072131,0.079531,0.074023,0.044997,0.143025,0.213934,0.068077,0.227889,0.119805,0.057905,0.068303,0.065884,0.035178,Note-3
0.146290,0.190487,0.070270,0.192817,0.140581,0.063851,0.077061,0.076785,0.041858,0.185527,0.141959,0.076860,0.157533,0.161834,0.072961,0.081865,0.075311,0.046149,0.142557,0.211132,0.070164,0.223346,0.121606,0.058916,0.070099,0.066024,0.036154,Note-3
0.148825,0.190306,0.067775,0.194929,0.144761,0.061492,0.073243,0.073359,0.045309,0.189180,0.146225,0.073736,0.162649,0.161477,0.068364,0.078118,0.070476,0.049776,0.144182,0.214860,0.065984,0.226671,0.121299,0.056210,0.067901,0.063092,0.039801,Note-3
0.145686,0.186891,0.068364,0.191197,0.141541,0.063202,0.074415,0.073988,0.054716,0.183309,0.143981,0.075265,0.161115,0.157251,0.069677,0.079023,0.071699,0.058680,0.142623,0.209925,0.066890,0.223834,0.118648,0.056794,0.067755,0.064213,0.049318,Note-3
0.143916,0.188098,0.071482,0.190985,0.138332,0.064983,0.076669,0.078535,0.046999,0.187379,0.138543,0.077177,0.157845,0.159002,0.073993,0.081694,0.073042,0.051326,0.143800,0.206706,0.070260,0.223150,0.119397,0.059093,0.070310,0.066105,0.041179,Note-3
0.142905,0.160300,0.075451,0.161532,0.135424,0.068635,0.084114,0.082670,0.088968,0.180497,0.119946,0.079491,0.130645,0.158202,0.075990,0.085895,0.079370,0.089964,0.148021,0.183027,0.073751,0.194773,0.122431,0.062860,0.073168,0.068751,0.073218,Note-3
0.134247,0.149012,0.078560,0.150747,0.125992,0.071704,0.089683,0.087922,0.112133,0.169938,0.105005,0.083078,0.115539,0.151738,0.080718,0.090689,0.085055,0.118240,0.145007,0.166029,0.076382,0.178289,0.121601,0.067197,0.077122,0.074385,0.093989,Note-3
0.143010,0.154786,0.075054,0.157407,0.134549,0.070481,0.086981,0.083450,0.094280,0.172629,0.113683,0.080517,0.127677,0.162347,0.079617,0.086916,0.080718,0.095895,0.145626,0.176488,0.073887,0.187721,0.131345,0.065531,0.074113,0.070024,0.075265,Note-3
0.152704,0.140440,0.077449,0.144751,0.147648,0.071080,0.088007,0.085296,0.092625,0.178324,0.108250,0.077383,0.124232,0.170738,0.079234,0.088495,0.081096,0.092248,0.151834,0.165692,0.073349,0.181563,0.139766,0.067383,0.075396,0.073037,0.071980,Note-3
0.149560,0.131063,0.075366,0.132648,0.142693,0.071623,0.088028,0.083822,0.125197,0.168333,0.097827,0.078983,0.106851,0.166517,0.081171,0.087756,0.082856,0.129705,0.148061,0.153252,0.071638,0.167765,0.140002,0.067755,0.074068,0.071739,0.105720,Note-3
0.149706,0.131224,0.073575,0.131787,0.146496,0.069309,0.087042,0.082157,0.128704,0.165406,0.101393,0.075678,0.113748,0.168172,0.079652,0.086257,0.079501,0.130193,0.145586,0.151049,0.070929,0.164878,0.143916,0.069913,0.075004,0.071040,0.107687,Note-3
0.137779,0.141058,0.073998,0.140037,0.134499,0.071739,0.089924,0.084647,0.126319,0.156713,0.106846,0.078555,0.114241,0.160400,0.082700,0.089647,0.082650,0.128246,0.133689,0.160758,0.072473,0.174073,0.132275,0.068786,0.075884,0.073746,0.108315,Note-3
0.149505,0.164022,0.072036,0.166201,0.148649,0.068384,0.082233,0.079883,0.069088,0.170200,0.122189,0.076769,0.133025,0.176136,0.081342,0.084753,0.080774,0.074813,0.138272,0.186468,0.067926,0.200091,0.143991,0.066346,0.069521,0.072096,0.055290,Note-3
0.150787,0.164178,0.071764,0.167212,0.148936,0.066628,0.080728,0.079415,0.070351,0.170486,0.126138,0.075713,0.136637,0.175170,0.079154,0.083269,0.079737,0.073696,0.140691,0.186966,0.067257,0.200976,0.143946,0.064616,0.068826,0.070426,0.056296,Note-3
0.145867,0.162086,0.073585,0.165023,0.134765,0.069345,0.084728,0.081760,0.082841,0.168786,0.122516,0.078193,0.134750,0.159691,0.079934,0.087359,0.080205,0.088566,0.141768,0.185517,0.071120,0.199668,0.127330,0.064259,0.073077,0.069043,0.068218,Note-3
0.139107,0.161492,0.077056,0.161829,0.135042,0.070572,0.086901,0.086186,0.081815,0.168912,0.119961,0.080718,0.130987,0.160506,0.080879,0.089003,0.082962,0.086071,0.139957,0.180945,0.073389,0.195110,0.130399,0.066653,0.075467,0.071950,0.066130,Note-3
0.148061,0.161583,0.075457,0.163695,0.140384,0.069470,0.084381,0.083908,0.073062,0.171739,0.123065,0.078867,0.134267,0.164546,0.079395,0.087353,0.082469,0.078299,0.144756,0.184295,0.072071,0.196127,0.132959,0.065697,0.074310,0.070587,0.059198,Note-3
0.150078,0.167524,0.076010,0.168655,0.139293,0.069511,0.085628,0.081850,0.061452,0.174254,0.122471,0.080945,0.134217,0.169093,0.079873,0.088058,0.081870,0.069219,0.147719,0.186845,0.072715,0.200045,0.135067,0.066055,0.073937,0.069757,0.047860,Note-3
0.150722,0.168067,0.075965,0.170577,0.141189,0.068575,0.084798,0.080940,0.059168,0.175441,0.126274,0.078178,0.137668,0.170481,0.078500,0.085387,0.082529,0.065542,0.146446,0.190125,0.071000,0.202827,0.136586,0.064239,0.073324,0.069189,0.046265,Note-3
0.152664,0.165401,0.075160,0.167408,0.140153,0.070114,0.084778,0.082348,0.061975,0.173746,0.125610,0.079305,0.136944,0.170934,0.078933,0.086433,0.081101,0.066995,0.148187,0.186468,0.072650,0.199432,0.135953,0.064244,0.074274,0.070527,0.048267,Note-3
0.144162,0.161879,0.075487,0.161804,0.137975,0.069677,0.085200,0.082474,0.081342,0.173173,0.119609,0.077957,0.131692,0.165496,0.078857,0.086835,0.081312,0.085070,0.144328,0.181825,0.072066,0.195850,0.133719,0.063680,0.073082,0.069858,0.065592,Note-3
0.147915,0.160053,0.074541,0.161965,0.139811,0.068404,0.085608,0.080251,0.081453,0.175577,0.122245,0.077514,0.133835,0.165904,0.076614,0.083767,0.079214,0.085331,0.147699,0.181770,0.070934,0.195468,0.134479,0.062403,0.073178,0.068927,0.065144,Note-3
0.148508,0.160919,0.074033,0.163731,0.138583,0.068157,0.085970,0.080583,0.079516,0.172700,0.121384,0.077901,0.135444,0.163655,0.078334,0.086196,0.079858,0.084526,0.148946,0.182197,0.070512,0.196197,0.132743,0.062765,0.072705,0.068721,0.065215,Note-3
0.211364,0.132803,0.037829,0.136481,0.220942,0.035988,0.039514,0.040646,0.144434,0.223296,0.117873,0.039846,0.132059,0.214025,0.040319,0.044695,0.040721,0.147165,0.200644,0.157578,0.033573,0.169204,0.202500,0.031073,0.033895,0.033513,0.138020,Note-3
0.213089,0.131475,0.035007,0.134780,0.223236,0.032678,0.035223,0.037673,0.156839,0.223668,0.117214,0.037638,0.131913,0.214402,0.036989,0.040062,0.038121,0.159993,0.198944,0.156597,0.030867,0.167735,0.204618,0.028855,0.030419,0.030640,0.151326,Note-3
0.214966,0.133020,0.034604,0.135958,0.224614,0.032411,0.035460,0.037487,0.151481,0.225213,0.119015,0.037472,0.132798,0.215212,0.038045,0.040148,0.037104,0.154993,0.202093,0.158544,0.031169,0.167790,0.203647,0.028824,0.030620,0.031063,0.146250,Note-3
0.205166,0.125690,0.032778,0.128684,0.215207,0.031405,0.033965,0.035057,0.192047,0.214880,0.112641,0.036043,0.125087,0.206595,0.036209,0.037643,0.035797,0.195105,0.192847,0.150455,0.029644,0.157951,0.196167,0.027833,0.029237,0.029091,0.186775,Note-3
0.200936,0.121565,0.031390,0.124810,0.211147,0.029966,0.031712,0.033905,0.214568,0.208989,0.109618,0.034564,0.122325,0.201207,0.034131,0.036933,0.034987,0.217244,0.188541,0.146672,0.027577,0.155063,0.189642,0.026405,0.027567,0.028472,0.210061,Note-3
0.192158,0.117033,0.027527,0.121415,0.202359,0.027134,0.027914,0.029267,0.255194,0.200312,0.107445,0.030484,0.117637,0.193989,0.030042,0.031918,0.030560,0.257614,0.175678,0.143201,0.025047,0.151200,0.180135,0.023784,0.024559,0.024533,0.251864,Note-3
0.179838,0.111550,0.027843,0.114684,0.188088,0.028009,0.028985,0.030002,0.291001,0.186332,0.104361,0.030811,0.111444,0.181236,0.030444,0.031863,0.030701,0.292806,0.163394,0.137718,0.025062,0.143800,0.167866,0.024277,0.025469,0.025645,0.286770,Note-3
0.174078,0.113738,0.032014,0.116731,0.180532,0.032326,0.034765,0.035299,0.280517,0.183314,0.104125,0.034635,0.109890,0.178042,0.034881,0.037703,0.035827,0.281584,0.157669,0.142165,0.029514,0.147417,0.159611,0.029071,0.029192,0.030007,0.275356,Note-3
0.178389,0.116726,0.030278,0.119679,0.182731,0.028593,0.030832,0.032144,0.280628,0.184939,0.105579,0.033055,0.114352,0.179979,0.031923,0.035288,0.033266,0.281619,0.160959,0.144660,0.026329,0.150264,0.161417,0.026048,0.026983,0.027421,0.275919,Note-3
0.176629,0.114241,0.028196,0.115675,0.180432,0.027356,0.029388,0.031028,0.297057,0.182107,0.101927,0.031138,0.112088,0.178772,0.030806,0.033266,0.031153,0.298742,0.157669,0.141340,0.025474,0.147528,0.159193,0.024584,0.025047,0.025695,0.293470,Note-3
0.182313,0.115509,0.028367,0.116439,0.184069,0.027919,0.029664,0.030872,0.284848,0.189421,0.105046,0.029745,0.112063,0.186539,0.030535,0.030555,0.030686,0.285412,0.164435,0.142361,0.024242,0.148342,0.167700,0.023618,0.024025,0.025439,0.279838,Note-3
0.182776,0.122969,0.034106,0.124775,0.187560,0.034438,0.035872,0.036290,0.241214,0.195110,0.107531,0.034604,0.118411,0.192912,0.035842,0.037839,0.036244,0.241506,0.173263,0.147367,0.029488,0.153438,0.176055,0.028533,0.029393,0.028950,0.233513,Note-3
0.180341,0.127159,0.040787,0.129926,0.182429,0.039997,0.044957,0.043287,0.211117,0.193682,0.109326,0.041033,0.119855,0.194884,0.043307,0.045264,0.042336,0.210312,0.173983,0.150028,0.034514,0.159797,0.175919,0.033935,0.036073,0.035439,0.200312,Note-3
0.181151,0.130530,0.046144,0.132753,0.184250,0.044399,0.051879,0.052025,0.176870,0.196886,0.111560,0.046929,0.121178,0.199306,0.048363,0.051879,0.048041,0.175859,0.175446,0.155370,0.040057,0.165059,0.178958,0.038941,0.042321,0.039590,0.164259,Note-3
0.186000,0.133503,0.052553,0.136617,0.189673,0.051522,0.060622,0.057060,0.132451,0.202158,0.115157,0.051557,0.127013,0.205684,0.054535,0.057759,0.054374,0.131762,0.180381,0.162719,0.045707,0.173927,0.182846,0.043956,0.047502,0.045611,0.117350,Note-3
0.190492,0.138463,0.057639,0.141134,0.192052,0.055003,0.066165,0.063112,0.095940,0.211656,0.117883,0.056597,0.126581,0.212395,0.057422,0.063871,0.060124,0.093470,0.187162,0.168188,0.050023,0.175879,0.189683,0.047955,0.052216,0.050707,0.078188,Note-3
0.193843,0.145058,0.065531,0.148156,0.190236,0.062242,0.074843,0.071608,0.048483,0.221103,0.117300,0.066216,0.128196,0.208592,0.065526,0.075376,0.067524,0.050169,0.198863,0.170813,0.058559,0.182192,0.185769,0.054615,0.062352,0.057312,0.029524,Note-3
0.164626,0.124463,0.073812,0.130283,0.169133,0.067866,0.086161,0.083752,0.099904,0.211369,0.088596,0.070351,0.101419,0.214724,0.069722,0.078857,0.071920,0.093043,0.190779,0.132361,0.066231,0.150913,0.196514,0.058242,0.067488,0.063474,0.073998,Note-3
0.172634,0.126757,0.053811,0.130887,0.175245,0.052493,0.062589,0.059923,0.165662,0.192137,0.107847,0.053016,0.120559,0.193470,0.054173,0.059228,0.055546,0.164022,0.170250,0.153207,0.047472,0.164591,0.173812,0.045546,0.048901,0.047472,0.148750,Note-3
0.164425,0.117430,0.054032,0.121505,0.171603,0.051396,0.059852,0.060013,0.199743,0.187223,0.097253,0.052875,0.106685,0.189391,0.053282,0.058675,0.055863,0.198752,0.168590,0.136944,0.045908,0.147920,0.174969,0.044756,0.046355,0.048493,0.186066,Note-3
0.163504,0.108647,0.043171,0.112576,0.169848,0.043493,0.048156,0.049847,0.260758,0.174808,0.093083,0.048046,0.103466,0.167911,0.047930,0.052804,0.048624,0.263328,0.153021,0.134303,0.040711,0.144871,0.153675,0.038020,0.040968,0.041214,0.253217,Note-3
0.147457,0.103984,0.052095,0.108280,0.157226,0.051230,0.056029,0.058640,0.265059,0.162825,0.085724,0.057055,0.094255,0.154258,0.055868,0.061593,0.057966,0.270456,0.142663,0.128412,0.048906,0.136767,0.142824,0.045767,0.049494,0.050319,0.254847,Note-3
0.158715,0.098717,0.028960,0.101922,0.168509,0.028452,0.030429,0.031309,0.352986,0.167735,0.091730,0.031219,0.099442,0.159274,0.031802,0.032220,0.032150,0.354429,0.148594,0.121450,0.026405,0.126767,0.151320,0.024538,0.025826,0.026802,0.348297,Note-3
0.119936,0.095855,0.055209,0.098853,0.124146,0.052578,0.065788,0.064621,0.323014,0.135681,0.082087,0.058343,0.086186,0.128065,0.057105,0.066407,0.061920,0.324206,0.116158,0.120051,0.054711,0.127647,0.112214,0.049625,0.055481,0.055923,0.308190,Note-3
0.112858,0.086247,0.051612,0.088465,0.114920,0.049781,0.062312,0.061210,0.372594,0.123784,0.074013,0.056487,0.077127,0.118894,0.054515,0.061457,0.059294,0.374430,0.109196,0.107737,0.051824,0.114312,0.105936,0.047185,0.052553,0.052784,0.358474,Note-3
0.132733,0.094255,0.045621,0.098325,0.135364,0.044534,0.053569,0.052176,0.343423,0.145862,0.082957,0.048936,0.087711,0.137663,0.047528,0.052799,0.051778,0.344766,0.127959,0.117591,0.044504,0.124146,0.124045,0.039851,0.045148,0.044353,0.332401,Note-3
0.169078,0.112848,0.041828,0.117672,0.174390,0.040223,0.046521,0.046667,0.250772,0.183566,0.100377,0.045686,0.109407,0.171588,0.043292,0.048131,0.045058,0.252895,0.162921,0.138101,0.038558,0.147538,0.157815,0.035399,0.038946,0.039323,0.241400,Note-3
0.180759,0.123718,0.045963,0.128679,0.187057,0.044595,0.050762,0.050480,0.187987,0.198229,0.108491,0.048614,0.118321,0.185100,0.047794,0.052900,0.050148,0.190402,0.174269,0.151597,0.041813,0.160878,0.169425,0.038151,0.043926,0.042130,0.177811,Note-3
0.197721,0.134811,0.046783,0.140158,0.207903,0.044675,0.050752,0.052050,0.125147,0.215172,0.118653,0.048770,0.131018,0.206776,0.048735,0.052523,0.050400,0.127954,0.190689,0.162216,0.042568,0.175316,0.188204,0.039479,0.044278,0.042115,0.115137,Note-3
0.206459,0.131319,0.048674,0.139922,0.216198,0.045873,0.053770,0.054067,0.103717,0.224076,0.117048,0.050948,0.130615,0.213482,0.049152,0.056024,0.052075,0.106580,0.199266,0.161301,0.044680,0.175029,0.196740,0.041003,0.044902,0.044630,0.092449,Note-3
0.213391,0.135540,0.051255,0.140676,0.224056,0.047668,0.055757,0.056507,0.075150,0.236073,0.111736,0.053116,0.127984,0.224926,0.052382,0.059430,0.055224,0.079129,0.210353,0.162076,0.046532,0.176075,0.205790,0.042200,0.047155,0.046360,0.063459,Note-3
0.218255,0.136803,0.051959,0.143800,0.224377,0.048262,0.056366,0.056698,0.063479,0.236969,0.115484,0.053866,0.131853,0.228502,0.052427,0.059495,0.055043,0.066361,0.212194,0.164701,0.046225,0.179441,0.208250,0.043528,0.047915,0.045888,0.051859,Note-3
0.224121,0.137472,0.050777,0.143624,0.226239,0.047618,0.054213,0.056215,0.059721,0.233835,0.123995,0.052135,0.140510,0.224936,0.051270,0.057030,0.053926,0.062362,0.215267,0.167378,0.045676,0.181770,0.207626,0.041667,0.046662,0.045128,0.048825,Note-3
0.215318,0.139740,0.044585,0.146074,0.219080,0.041858,0.047004,0.047362,0.098979,0.227039,0.116721,0.046396,0.132185,0.226063,0.048005,0.051260,0.048936,0.103396,0.204286,0.165164,0.040309,0.177524,0.206540,0.036808,0.039393,0.039801,0.090176,Note-3
0.215111,0.137210,0.045676,0.144826,0.218849,0.043639,0.047613,0.048654,0.098420,0.224770,0.119523,0.047774,0.134997,0.223009,0.048514,0.051678,0.048760,0.100976,0.204900,0.167071,0.040711,0.177574,0.202681,0.037507,0.040520,0.039635,0.089401,Note-3
0.216782,0.135510,0.043191,0.142643,0.224770,0.039962,0.044389,0.045475,0.107279,0.226349,0.119111,0.044821,0.131259,0.227416,0.045450,0.048378,0.046285,0.110931,0.206851,0.159500,0.039252,0.173469,0.210066,0.035329,0.038025,0.037859,0.099648,Note-3
0.222300,0.140475,0.038780,0.147372,0.231641,0.035575,0.038971,0.040465,0.104422,0.228905,0.121646,0.041868,0.136898,0.236546,0.040767,0.042462,0.042608,0.108300,0.206680,0.167996,0.034489,0.177091,0.216359,0.031013,0.033196,0.034750,0.098425,Note-3
0.225912,0.140782,0.038538,0.147331,0.235454,0.035057,0.037406,0.039258,0.100262,0.229368,0.129106,0.039378,0.142920,0.238553,0.038931,0.039886,0.040404,0.101454,0.206047,0.170024,0.035002,0.180643,0.219201,0.030555,0.031551,0.033000,0.093979,Note-3
0.223648,0.141109,0.039107,0.146682,0.233875,0.035560,0.037869,0.040238,0.101912,0.229594,0.128553,0.039242,0.142734,0.237019,0.039152,0.040007,0.040550,0.103149,0.204834,0.171090,0.034282,0.180341,0.216485,0.031224,0.033090,0.033749,0.094904,Note-3
0.207133,0.137089,0.044660,0.143151,0.219583,0.041561,0.045852,0.046300,0.114669,0.215393,0.125982,0.045485,0.137492,0.221772,0.044409,0.046899,0.046773,0.115796,0.190125,0.166014,0.040872,0.177162,0.203818,0.037406,0.037824,0.040158,0.106620,Note-3
0.217702,0.139338,0.040329,0.145068,0.231309,0.037029,0.039212,0.041637,0.108376,0.222370,0.131169,0.040158,0.142734,0.233457,0.039605,0.040369,0.041934,0.108205,0.197359,0.169953,0.035309,0.179617,0.215252,0.033100,0.032844,0.035771,0.100795,Note-3
